Store Location,Address,Phone,Timings
Shivaji Chowk,"Shop No 686 & 689, Shivaji Chowk, Ulhasnagar, Maharashtra, 421003",+91 8744815912,Hours: 11:00 AM to 09:00 PM 
Mira Road,"Antariksh Height, Shop No 2, Kanakia Road, Mira Road East, Opposite Kanakia Police Station, Mumbai, Maharashtra, 401107",+91 8447705725,Hours: 11:00 AM to 09:30 PM 
Manpada,"Shop No 2, Eucalyptus Apartment, Ghodbunder Road, Near Varun Garden, Manpada, Thane, Maharashtra, 400607",+91 9582633686,Hours: 11:00 AM to 09:00 PM 
"Marol, Andheri East","Shop No 1, 2, Raj Apartment, Military Road, Marol, Andheri East, Opposite Raj Industrial Complex, Mumbai, Maharashtra, 400059",+91 7428891272,Hours: 11:00 AM to 09:30 PM 
Parbhani,"34-112, Gavane Road, Gavane Road, Near Hotel Niraj, Parbhani, Maharashtra, 431401",+91 8929174412,Hours: 11:00 AM to 09:30 PM 
Pratapnagar Square,"Plot No 75, Narayan Sadan, Atre Layout, Ring Road, Near Pratap Nagar Square, Nagpur, Maharashtra, 440022",+91 7428890236,Hours: 11:00 AM to 09:00 PM 
Goregaon West,"Shop No 4, Ashokraj Chs, S V Road, Goregaon West, Opposite Hirnen Shopping Centre, Mumbai, Maharashtra, 400062",+91 7428891274,Hours: 11:00 AM to 10:00 PM 
Varsova Kabra Metro One,"Shop No 13, Kabra Metro One, Pratap Chs Ltd, J P Road, Versova, Andheri West, Varsova, Near Versova Metro Station, Mumbai, Maharashtra, 400058",+91 7428891288,Hours: 11:00 AM to 09:30 PM 
Ambegaon,"Shop No 56, Cafeteria 3, Aston Plaza, Narhe Ambegaon Road, Near Star Market, Ambegaon Budruk, Pune, Maharashtra, 411046",+91 8744819602,Hours: 11:00 AM to 09:30 PM 
Phadke Road,"Shop No 7A, 8-9, Janki Hari Chs, Phadke Road, Dombivli East, Thane, Maharashtra, 421201",+91 9319360887,Hours: 11:00 AM to 10:00 PM 
Xperia Mall,"Shop No 1/29, First Floor, Dombivali East, Opposite Lodha World School, Mumbai, Maharashtra, 421204",+91 7428891284,Hours: 11:00 AM to 09:30 PM 
Salunkhe Vihar,"Unity Splendour Building, Salunkhe Vihar Road, Borade Nagar, Wanwadi, Salunkhe Vihar, Opposite Bank Of Maharashtra, Pune, Maharashtra, 411040",+91 8929167669,Hours: 11:00 AM to 09:30 PM 
Ashoka Marg,"SHop No 2, ABH Landmark, Ashoka Marg, Near Ashoka School, Kalpataru Nagar, Nashik, Maharashtra, 422011",+91 9582893076,Hours: 11:00 AM to 09:00 PM 
Untwadi Road,"Shop No 1, Viraj Bhumi, Kankariya's, Near Croma Store, Untwadi Road, Nashik, Maharashtra, 422008",+91 9582492402,Hours: 11:00 AM to 09:00 PM 
Mumbai Central,"15, Ground Floor, B Wing, Santoshi Mata Chs, Dr Dadasaheb Bhadkamkar Marg, Near Saraswat Bank, Mumbai, Maharashtra, 400008",+91 7428891037,Hours: 11:00 AM to 09:30 PM 
Growel Mall,"G 5A, Ground Floor, Akurli Road, Kandivali East, Growel Mall, Mumbai, Maharashtra, 400101",+91 7428891291,Hours: 11:00 AM to 10:00 PM 
Nitin Company,"Nitin Company, Shop No 15 & 16, Prestige Garden, Almeda Raod, Ganeshwadi, Thane, Maharashtra, 400602",+91 9873101538,Hours: 11:00 AM to 09:30 PM 
Moshi,"Shop No 2 Kalmalraj, Central Dehu Alandi Road, Midc Moshi, Near Hdfc Bank, Pimpri Chinchwad, Pune, Maharashtra, 412105",+91 9582433874,Hours: 11:00 AM to 09:30 PM 
"Inorbit Mall, Vashi","Shop No F12, First Floor, Inorbit Mall, Vashi, Next To Vashi Station, Navi Mumbai, Maharashtra, 400705",+91 7428891298,Hours: 11:00 AM to 09:30 PM 
"Domestic Terminal 2, Mumbai Airport","Chhatrapati Shivaji International Airport, Vile Parle East, Domestic Terminal 2, Second Shop On Left After Security Check, Mumbai, Maharashtra, 400099",+91 7428891299,Hours: 12:00 PM to 11:59 AM 
"Infiniti Mall, Malad","Shop No 18, Lower Ground Floor, Link Road, Malad West, Infiniti Mall, Malad, Opposite Iphone Store, Mumbai, Maharashtra, 400064",+91 7428891300,Hours: 11:00 AM to 09:30 PM 
Gokulpeth,"Purshottam Complex, Nort Bazar Road, Gokulpeth, Nagpur, Maharshtra, 440010",+91 9582476098,Hours: 11:00 AM to 09:00 PM 
Panchsheel Square,"Shop No 4 & 5, Rajkamal Complex, Dhantoli, Near Panchsheel Square, Nagpur, Maharashtra, 440012",+91 8929310929,Hours: 11:00 AM to 09:00 PM 
Seawoods,"Shop No 61 & 62, Shelter Arcade, Seawoods Sector 42, Navi Mumbai, Maharashtra, 400706",+91 7303560561,Hours: 11:00 AM to 09:30 PM 
"Oriana Crest, Wakad","Shop No 3, Oriana Crest, Datta Mandir Road, Postal Colony, Wakad, Wakad, Opp Vitalife, Pune, Maharashtra, 411057",+91 7303546547,Hours: 11:00 AM to 09:30 PM 
"Prozone Mall, Aurangabad","P 80, Prozone Mall, Unit No G 53, Midc Api Road, Chilkalthana, Near Mcdonalds, Aurangabad, Maharashtra, 431210",+91 7428891313,Hours: 11:00 AM to 09:30 PM 
Bhayandar West,"Shop No 1 & 2, Shani Plaza, Station Road, Near Union Bank Of India, Thane Mira Road, West Bhayandar, Maharashtra, 401101",+91 9582478473,Hours: 11:00 AM to 09:30 PM 
Nancy Colony,"Shop No 1 & 2, Om Siddhagiri Co-Op Hsc Ltd, Sant Dyaneshwar Marg, Nancy Colony, Unity Bank, Shantivan, Borivali East, Mumbai, Maharashtra, 400066",+91 9582599496,Hours: 11:00 AM to 09:30 PM 
Badlapur East,"Shop No 5 & 7, Suryadarshan CHS, Katrap Road, Badalpur East, Mumbai, Maharashtra, 421503",+91 9953642467,Hours: 11:00 AM to 09:00 PM 
Satara Road,"Shop No E2/E3, Manali Arcade, Satara Road, Parvati, Besides Dmart, Pune, Maharashtra, 411009",+91 7428891324,Hours: 11:00 AM to 09:30 PM 
City Centre Mall,"Mfs 8 B, Lower Ground Floor, , Untwadi Road, City Centre Mall, Nashik, Maharashtra, 422022",+91 7428891325,Hours: 11:00 AM to 09:30 PM 
Ratnagiri,"Shop No 2 Cs, No 625, Kala Exuberance, Ambekarwadi, Near Shivaji Nagar Bus Stop, Ratnagiri, Maharashtra, 415639",+91 8447845642,Hours: 11:00 AM to 09:30 PM 
Govind Nagar Nashik,"Shop No 1, Ground Floor, Business World, Radha Vasudev Batavia Nagar, Govind Nagar, Nashik, Maharashtra, 422009",+91 9953667648,Hours: 11:00 AM to 09:00 PM 
Mira Road,"Shop No 6, 7 & 001, Building No 61/62, Sector 1, Shanti Nagar, Mira Road East, Near Station Road, Mumbai, Maharashtra, 401107",+91 7428891332,Hours: 11:00 AM to 09:30 PM 
Sector 9 Ghansoli,"Shop No 10, Trishul Gold Coast, Plot No 13, 14/15, Sector 9, Ghansoli, Navi Mumbai, Maharashtra, 400701",+91 8929289728,Hours: 11:00 AM to 09:30 PM 
Gupte Road Dombivali West,"Shop No A2, Channur Bhavan Royal Chemist, Vishnu Nagar, Navi Dombivali Gupte Road, Dombivali West, Mumbai, Maharashtra, 421202",+91 9711602948,Hours: 11:00 AM to 09:30 PM 
Pimple Saudagar,"Shop No 3, Kingstone Avenue, Pimple Saudagar, Samrat Nagar, Opposite Govind Garden, Pune, Maharashtra, 411027",+91 7428891334,Hours: 11:00 AM to 09:30 PM 
Nala Sopara,"Shop No 57,58,59 & 60, Shanti Life Space, Sector IV, Building No 5, Yashwant Viva Township, New Alkapuri, Link Road, Nalasopara East, Palghar, Maharashtr",+91 9319361051,Hours: 11:00 AM to 09:00 PM 
Kamothe,"Shop No 3, Ambe Sharddha, Chs Main Road Sector-34, Kamothe, Kamothe, Navi Mumbai, Maharashtra, 410206",+91 9821311593,Hours: 11:00 AM to 10:00 PM 
Virar,"Shop No 8,9,10, Evershine Homes Avenue, Global City, Evershine Homes Avenue, Opposite Agarwal Complex, Virar, Maharashtra, 401303",+91 8929766192,Hours: 11:00 AM to 09:00 PM 
"SGS Mall, Pune","Shop No 7, SGS Mall, 231, Moledina, Road Camp, Pune, Maharashtra, 411001",+91 9953929739,Hours: 11:00 AM to 09:30 PM 
Usmanpura,"Shop Number 5, Ventigo Complex, Usmanpura, Opposite Bank Of Baroda, Aurangabad, Maharashtra, 431005",+91 8376801264,Hours: 11:00 AM to 09:30 PM 
Chandrapur,"Below Punjab National Bank, Main Road, Jatpura Gate, Chandrapur, Maharashtra, 442402",+91 8447805284,Hours: 11:00 AM to 09:00 PM 
Maxus Mall Bhayandar,"Shop No G17/A, Maxus Mall, Plot No 677, Temba Hospital Road, Bhayandar, Maxus Mall, Thane, Maharashtra, 401105",+91 8447934583,Hours: 11:00 AM to 09:30 PM 
Korum Mall,"Shop No F/14, Korum Mall, Mangal Pandey Road, Next To Nitin Company, Thane, Maharashtra, 400606",+91 7428891347,Hours: 11:00 AM to 09:30 PM 
Phoenix Market City Mall,"Shop No 61A, Second Floor, Phoenix Market City Mall, Viman Nagar, Near Mcdonalds, Pune, Maharashtra, 411014",+91 7428891309,Hours: 11:00 AM to 09:30 PM 
"Phoenix Market City Mall, Kurla","Shop No F5, First Floor, Lbs Marg, Phoenix Market City Mall, Kurla West, Mumbai, Maharashtra, 400070",+91 7428891011,Hours: 11:00 AM to 09:30 PM 
Kachore Goan Kalyan,"Shop No 7 & 8, Shivom Galaxy, Pisavli Village, Nandivali, Kachore Goan, Near Amaya Hospital, Kalyan, Maharashtra, 421306",+91 8447941928,Hours: 11:00 AM to 09:30 PM 
Yavatmal,"Shop No 8, Westend Mall, State Bank Chowk, Dhamangaon Road, Sbi Square, Westend Mall, Yavatmal, Maharashtra, 445001",+91 9654014645,Hours: 11:00 AM to 09:00 PM 
Aundh,"Shop No 2, First Floor, Westend Center 3, Nagras Road, Aundh, Opposite Westend Riverview Apartments, Pune, Maharashtra, 411007",+91 7428891032,Hours: 11:00 AM to 09:30 PM 
Kondhwa,"NIBM Cross Road, Krishnakevalnagar, Shivneri Nagar, Near Jyoti Hotel, Kondhwa, Pune, Maharashtra, 411048",+91 9953817294,Hours: 11:00 AM to 09:30 PM 
Kandivali East,"Shop No 44, Centrium, Lokhandwala Township, Kandivali East, Near Centrium Mall, Mumbai, Maharashtra, 400101",+91 7428891353,Hours: 11:00 AM to 09:30 PM 
Karanjade Panvel,"Shop No 21&22, Sai Vrindavan Chs, Plot No 164, Sector 4, Karanjade, Panvel, Navi Mumbai, Maharashtra, 410206",+91 9667044045,Hours: 11:00 AM to 09:30 PM 
Florence,"Ground Floor, Shop 10 & 11, Florence, Vijay Park Complex Road, Kasarvadavali, Thane West, Thane, Maharashtra, 400615",+91 8744042970,Hours: 11:00 AM to 09:00 PM 
Panchavati,"Survey No 183, B Village, Mouza Hirawadi Road, Beside Rajbhog Thali, Panchavati, Nashik, Maharashtra, 422005",+91 9953809517,Hours: 11:00 AM to 09:00 PM 
Viman Nagar,"Shop No 4, Alfa Premio, Plot No 71, Village Lohegoan, Viman Nagar, Opposite Khalsa Dairy, Pune, Maharashtra, 411014",+91 7428891357,Hours: 11:00 AM to 09:30 PM 
Dattanagar,"S No 73, Shop No 2, Plot No 27 To 35 Panache Building, Opposite Avdhut Arcade, Tiranga Chowk Katraj, Dattanagar, Pune, Maharashtra, 411046",+91 9953796726,Hours: 11:00 AM to 09:30 PM 
Akola,"Necklace Road, Ratanlal Plot, Necklace Road, Next To Ekta Jwellers, Akola, Maharashtra, 444001",+91 8929335926,Hours: 11:00 AM to 09:00 PM 
Mahatma Nagar,"Shop No 1 & 2, Nisham Urbania, Opposite Business Bank, Samarth Nagar, Mahatma Nagar, Parijat Nagar, Nashik, Maharashtra, 422005",+91 9953795810,Hours: 11:00 AM to 09:00 PM 
"Sector 17, Vashi","Shop No 2, Ground Floor, Ashiana, Plot No 15, Vashi, Sunflower Road, Mumbai, Maharashtra, 400703",+91 7428891053,Hours: 11:00 AM to 09:30 PM 
Nexus Seawoods,"Unit No Ff 53/54 , First Floor, Sector 40, Nexus Seawoods, Opposite Pantaloons, Navi Mumbai, Maharashtra, 400706",+91 7428891364,Hours: 11:00 AM to 10:00 PM 
Nerul,"Shop No 7 & 8, Shankar Thakur Sadan, Plot No 22 & 23, Nerul, Nerul West, Near Cake Factory, Navi Mumbai, Maharashtra, 400706",+91 8929330320,Hours: 11:00 AM to 09:00 PM 
Thane West,"Shop No G/13, Niharika Shopping Center, Gladys Alvares Road, Pokhran 2, Thane West, Mumbai, Maharashtra, 400610",+91 7428891056,Hours: 11:00 AM to 09:30 PM 
Westend Mall,"Shop No 22A, Upper Ground Floor, Near Parihar Chowk, Aundh, Westend Mall, Next To Jockey, Pune, Maharashtra, 411007",+91 7428891369,Hours: 11:00 AM to 09:30 PM 
Bail Bazar,"Shop No 16, Aum Supreme, Plot No 4 To 9, Bail Bazaar, Next To D-Mart, Kalyan, Maharashtra, 421301",+91 9818771621,Hours: 11:00 AM to 09:30 PM 
Kalamboli II,"Shop No 05&06, Satyam Paradise CHS, Plot No 23 Sector, Opposite Sudhagad Education Society School, New Panvel Kalamboli, Navi Mumbai, Maharashtra, 410218",+91 9953690584,Hours: 11:00 AM to 09:00 PM 
Hinjewadi,"Shop No 6/12A, Mulshi Road, Phase 1, Sector 6, Hinjewadi, Near Shell Petrol Pump, Pune, Maharashtra, 411057",+91 7428891371,Hours: 11:00 AM to 09:30 PM 
Borivali West,"Shop No 3, Sai Leela Chs, SV Road, Borivali West, Mumbai, Maharashtra, 400092",+91 7428891062,Hours: 11:00 AM to 09:30 PM 
Adharwadi Kalyan West,"Shop No 14 & 15, Ritz The Business Bay Shree Complex, Jail Road, Bhagirathi Nagar, Adharwadi, Kalyan West, Mumbai, Maharashtra 421301",+91 8929473387,Hours: 11:00 AM to 09:00 PM 
Tilak Road,"Nikhil Pride, 2040/1/2, Sadashiv Peth, Tilak Road, Near Abhinav College, Pune, Maharashtra, 411030",+91 7428890173,Hours: 11:00 AM to 09:30 PM 
Borivali,"Shop No 2&3, Ground Floor, Geetanjali Apartment, Ramdas Sutrale Marg, Borivali West, Near Icici Bank, Mumbai, Maharashtra, 400092",+91 9818301622,Hours: 11:00 AM to 09:30 PM 
Vishal Nagar,"Shop No 5, Aishwarya Trade Center, Pimple Nilakh, Vishal Nagar, Opposite Pune Royal Hotel, Pune, Maharashtra, 411027",+91 8447827353,Hours: 11:00 AM to 09:30 PM 
Chembur,"11A, Ground Floor, Rajhans Building, Narayan Gajanan Acharya Marg, Chembur East, Opposite Chembur Railway Station, Mumbai, Maharashtra, 400071",+91 7428891069,Hours: 11:00 AM to 09:30 PM 
Kharadi,"Shop No 11, Ground Floor, Pradeep Plaza, Dhole Patil Farm Road, Kharadi, Opposite Ganga Constella, Pune, Maharashtra, 411014",+91 7290921390,Hours: 11:00 AM to 09:30 PM 
Sector 5 Kopar Khairane,"Shop No 7 & 8, Aashiv Apartment, Plot No 74, Sector 5, Ghansoli Station Road, Kopar Khairane, Navi Mumbai, Maharashtra, 400709",+91 8929469724,Hours: 11:00 AM to 09:30 PM 
Shahupuri,"Shop No 03, Ground Floor, Arihant Chamber, 762, Karvir, Shahupuri, Kolhapur, Maharashtra, 416001",+91 9899413483,Hours: 11:00 AM to 09:00 PM 
Gangapur Road,"Shop No 1 & 2, Plot No 3 , Survey No 51, Joshi Learning Centre, Gangapur Road, Anandvalli, Nashik, Maharashtra, 422013",+91 9899412797,Hours: 11:00 AM to 09:00 PM 
Chembur,"Shop No 2, Ganesh Bhuvan, Dk Sandu Marg, Chembur, Opposite Icici Bank, Mumbai, Maharashtra, 400071",+91 9667267268,Hours: 11:00 AM to 09:30 PM 
Jagdale Avesa,"Shop No 10, Jagdale Avesa, Pokharan Road No 2, Gandhi Nagar, West Thane, Maharashtra, 400606",+91 9953611539,Hours: 11:00 AM to 09:30 PM 
IC Colony Borivali West,"Shop No 8, Ground Floor, Audumbar Chhaya, Co-Operative Housing Society Ltd, 34, Ami Kailash Building, Opposite Yes Bank, I C Colony, Borivali West, Mumbai, Maharashtra, 400103",+91 8929599762,Hours: 11:00 AM to 09:00 PM 
Sanpada,"Shop No 3, Plot No 4/6, Seawoods Garden Chs, Sector 17, Sanpada, Sanpada, Navi Mumbai, Maharashtra, 400705",+91 9582584546,Hours: 11:00 AM to 09:00 PM 
Manewada Nagpur,"Plot No 176, Balaji Nagar, Venu Corner, Manewada Road, Nagpur, Maharashtra, 440027",+91 8929306411,Hours: 11:00 AM to 09:00 PM 
"SV Road, Andheri West","Shop No 06 Monisha Building, Swami Vivekananda Road, SV Road, Andheri West, Mumbai, Maharashtra, 400058",+91 9953550832,Hours: 11:00 AM to 09:30 PM 
Dholepatil Road Sanpamvadi,"Shop No 6 & 7 Hermes Complex, Balkrishna Sakharam, Dhole Patil Road, Near hotel Kapila, Sanpamvadi, Pune, Maharashtra, 411001",+91 9873986438,Hours: 11:00 AM to 09:30 PM 
Karad,"469, A1, Shanivar Peth, Talbhag, Opposite P.G Shah Petrol Pump, Karad, Maharashtra, 415110",+91 8447912523,Hours: 11:00 AM to 09:30 PM 
"Hilton, New Panvel","Shop No 14, Plot No 140, Sector 1 S, New Panvel East, Near D Mart, Navi Mumbai, Maharashtra, 410206",+91 8929174802,Hours: 11:00 AM to 10:00 PM 
Sai Millenium Punawale,"Shop No 5 , Sai millennium, Mumbai Pune Bypass Road, Kate Wasti, Punawale, Dattwadi, Pune, Maharashtra, 411033",+91 8929589182,Hours: 11:00 AM to 09:30 PM 
Ambawadi Girgaon,"117H Ground Floor, Mantri Building, Jagannath Shankarsheth Marg, Ambawadi Girgaon, Mumbai, Maharashtra, 400004",+91 9582241726,Hours: 11:00 AM to 09:30 PM 
Warje,"P One, Serve No 117/1, Warje, Warje, Near Mai Mangeshkar Hospital, Pune, Maharashtra, 411058",+91 9910181668,Hours: 11:00 AM to 09:30 PM 
Bytco Point,"Shop No 2& 3, Shravan Co-Society Ltd, Village Deolali Tal, Bytco Point, Government Colony, Bytco Point, Nashik, Maharashtra, 422101",+91 8929227207,Hours: 11:00 AM to 09:00 PM 
Malad East Mumbai,"Shop No 1 & 2, Ganesh Bhuvan, Daftary Road, Malad East, Mumbai, Maharashtra, 400097",+91 8929306562,Hours: 11:00 AM to 09:30 PM 
Vasai,"Shop No 5, Marvel Building Broadway, Vasai East, Virar, Opposite Carnival Cinema, Mumbai, Maharashtra, 401208",+91 8447745125,Hours: 11:00 AM to 09:00 PM 
MIDC Baramati,"Shop No 9 & 10, Vidya Corner, MIDC, Vidya Nagari Chowk, Baramati, Pune, Maharashtra, 413133",+91 9873932538,Hours: 11:00 AM to 09:30 PM 
Sutgirni Chowk,"Shop No 16, Space Olampia, Sutgirni Chowk, Aurangabad, Maharashtra, 431005",+91 9319361995,Hours: 11:00 AM to 09:30 PM 
Sector 12 Kharghar,"Shop No 9, New Satara CHS, Plot No A /24 E, Sector 12, Kharghar Taluka Panvel, Navi Mumbai, Maharashtra, 410210",+91 9873931921,Hours: 11:00 AM to 09:30 PM 
Malad West,"Unit No 1, Simplex Khush Angan, Sv Road, Malad West, Opposite L M Patel Rotary Eye Hospital, Mumbai, Maharashtra, 400064",+91 7428891130,Hours: 11:00 AM to 09:30 PM 
Rims Road,"Revenue Village No 89, Khwai Lalambung, Imphal West Lamphelpat Tahsil, Rims Road, Imphal, Manipur, 795004",+91 9711620652,Hours: 10:00 AM to 07:30 PM 
Imphal,"Airport Road, Sangaiprou Maning, Near Iskon Temple, Sangaiprou Maning, Imphal, Manipur, 795140",+91 8929211514,Hours: 10:00 AM to 07:30 PM 
Thangmeiband,"Thangmeiband, Polem Leikai, Thangmeiband, Opposite Abc Godown, Imphal, Manipur, 795001",+91 7065095853,Hours: 10:00 AM to 07:30 PM 
5th Mile,"Giz Home Building, Unity Colony, 5Th Mile, Near Faith Petrol Pump, Dimapur, Nagaland, 797115",+91 9667261262,Hours: 12:00 PM to 06:00 PM 
Dimapur,"Space M Building, Church Road, Church Road, Opposite Canara Bank, Dimapur, Nagaland, 797112",+91 8929161895,Hours: 12:00 PM to 06:00 PM 
Chhatarpur,"Property Bearing No 14, Ground Floor, khasra No 619/10 & Old No 619/21, Situated in Extended Abadi of Lal Dora of Village Chhatarpur, Tehsil Hauz Khas, Mehrauli, New Delhi, 110074",+91 8744082080,Hours: 11:00 AM to 09:30 PM 
Paschim Vihar,"Shop No A3/182, Ground Floor, Paschim Vihar, New Delhi, 110063",+91 7428891110,Hours: 11:00 AM to 09:30 PM 
Model Town,"Shop No 2, H4/6, Ground Floor, Model Town, New Delhi, 110009",+91 7428891111,Hours: 11:00 AM to 10:00 PM 
Old Rajendar Nagar,"Shop No 6/80, Ground Floor, Shankar Road, Old Rajendar Nagar, New Delhi, 110060",+91 7428891112,Hours: 11:00 AM to 09:30 PM 
Vasundhra Enclave,"Vardhman Sunrise Plaza, Vasundhara Enclave, New Delhi, 110096",+91 8929302372,Hours: 11:00 AM to 09:30 PM 
"Sector 6, Dwarka","Shop No OG1 & OG2, Odion Plaza, Plot No 2, Sector 6 Central Market, Dwarka, New Delhi, 110075",+91 7428891124,Hours: 11:00 AM to 09:30 PM 
Vikaspuri,"Shop No 407, Soniapur, Block Kg 1, Near Pvr Vikaspuri, Vikaspuri, New Delhi, 110018",+91 7428891125,Hours: 11:00 AM to 09:30 PM 
East Patel Nagar,"Shop No 18/30, Ground Floor, East Patel Nagar, New Delhi, 110008",+91 7428891126,Hours: 11:00 AM to 09:30 PM 
Naraina Vihar,"Shop No E- 36 A, Block E, Naraina Vihar, New Delhi, 110028",+91 7428891127,Hours: 11:00 AM to 09:30 PM 
Sector 7 Rohini,"Property No 1, Pocket No C 9, Sector 7, Rohini, Near Rohini East Metro Station, New Delhi, 110031",+91 8447731771,Hours: 11:00 AM to 09:30 PM 
Dwarka Mor,"Shop No C-1/4&5, Ground Floor, Rama Park, Nawada, Uttam Nagar, Near Dwarka Mor Metro Station, New Delhi, 110059",+91 8447892802,Hours: 11:00 AM to 09:30 PM 
Amar Colony,"C 8 Amar Colony Market, Amar Colony, New Delhi, 110024",+91 7303157158,Hours: 11:00 AM to 09:30 PM 
"Sector 9, Rohini","Shop No G9 & G10, Vikas Surya Tower, Sector 9, DC Chowk, Rohini, New Delhi, 110085",+91 7428891149,Hours: 11:00 AM to 09:30 PM 
Kalkaji,"Shop No H10 A, Ground Floor, Kalkaji Main Market, New Delhi, 110019",+91 7428891153,Hours: 11:00 AM to 09:30 PM 
"Sector 8, RK Puram","Shop No 14, Main Market, Sector 8, Near HDFC Bank, RK Puram, New Delhi, 110022",+91 7428891154,Hours: 11:00 AM to 09:30 PM 
Kapashera Border New Delhi,"Shop No 8, Ground Floor, khasra No 1285, Near Fun and Food Village, Kapashera Border, New Delhi, 110037",+91 9582619361,Hours: 11:00 AM to 09:30 PM 
Janakpuri District Centre,"Shop No G2 B, Janak Place, Janakpuri District Centre, New Delhi, 110058",+91 7428891155,Hours: 11:00 AM to 09:30 PM 
Green Park Main Market,"S2B, Ground Floor, Green Park Main Market, Near Bandhan Bank, New Delhi, 110016",+91 7428891156,Hours: 11:00 AM to 09:30 PM 
Masoodpur Vasant Kunj,"Shop No C9, Masoodpur, Opposite Mother Dairy, Vasant Kunj, New Delhi, 110070",+91 7428891161,Hours: 11:00 AM to 09:30 PM 
"Lal Quarters, Krishna Nagar","Shop No B 6/1, Mandir Lane, Lal Quarters, Krishna Nagar, New Delhi, 110051",+91 7428891162,Hours: 11:00 AM to 09:30 PM 
Flagship Store Greater Kailash 2,"Plot No 38, Ground Floor, M Block, Greater Kailash 2, New Delhi, 110048",+91 8929330350,Hours: 11:00 AM to 10:00 PM 
"Hudson Lane, GTB Nagar","Shop No 2513, Ground Floor, Hudson Lane, GTB Nagar, New Delhi, 110009",+91 7428891175,Hours: 11:00 AM to 10:00 PM 
Sarita Vihar,"Shop No 1, Plot No 8, LSC Pocket H Market, Sarita Vihar Metro Station, Sarita Vihar, New Delhi, 110076",+91 7428891188,Hours: 11:00 AM to 09:30 PM 
Vegas Mall,"Shop No 90, Groud Floor, Block B, Vegas Mall, Near Sector 14 Metro Station, Sector 14, Dwarka, New Delhi, 110075",+91 7042211409,Hours: 11:00 AM to 09:30 PM 
Flagship Store Malviya Nagar,"C 3, Ground Floor, Main Market, Malviya Nagar, New Delhi, 110017",+91 9958481482,Hours: 11:00 AM to 10:00 PM 
New Vikaspuri New Delhi,"Plot No D 118, Ground Floor, New Vikaspuri, New Delhi, 110018",+91 8802896189,Hours: 11:00 AM to 09:30 PM 
"Sector 15, Rohini","Ground Floor, Block F, Plot No 40, Pocket 15, Sector 15, Rohini, New Delhi, 110089",+91 8447730334,Hours: 11:00 AM to 09:30 PM 
West Patel Nagar,"Shop No 4, Ground Floor, Main Market, West Patel Nagar, New Delhi, 110008",+91 7065045129,Hours: 11:00 AM to 09:30 PM 
Yusuf Sarai,"24 1/4, Ground Floor, Shop No 1, Besides Green Park Metro Station Gate No 4, Yusuf Sarai, New Delhi, 110016",+91 7838225457,Hours: 11:00 AM to 09:30 PM 
CR Park,"Plot No K1/78, Ground Floor, Pocket K1, Chittaranjan Park, New Delhi, 110019",+91 7291070327,Hours: 11:00 AM to 09:30 PM 
Shalimar Bagh,"AG-44, Block AG, Poorbi Shalimar Bagh, New Delhi, 110088",+91 9899410948,Hours: 11:00 AM to 10:00 PM 
